"Race","CountyCode","Candidate","PrecinctName","PrecinctCode","Votes"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Danette Layne","W2 - P637","2637","63"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Barry Bush","W2 - P637","2637","25"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","John Givens","W2 - P638","2638","51"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Don Barnes","W2 - P638","2638","57"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Danette Layne","W2 - P638","2638","36"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Barry Bush","W2 - P638","2638","23"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","John Givens","W2 - P639","2639","22"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Don Barnes","W2 - P639","2639","34"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Danette Layne","W2 - P639","2639","19"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Barry Bush","W2 - P639","2639","13"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","John Givens","W2 - P640","2640","41"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Don Barnes","W2 - P640","2640","55"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Danette Layne","W2 - P640","2640","43"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Barry Bush","W2 - P640","2640","10"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","John Givens","W2 - P641","2641","32"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Don Barnes","W2 - P641","2641","42"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Danette Layne","W2 - P641","2641","20"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Barry Bush","W2 - P641","2641","10"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","John Givens","W3 - P535","3535","25"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Don Barnes","W3 - P535","3535","23"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Danette Layne","W3 - P535","3535","13"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Barry Bush","W3 - P535","3535","8"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","John Givens","W3 - P540","3540","51"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Don Barnes","W3 - P540","3540","71"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Danette Layne","W3 - P540","3540","35"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Barry Bush","W3 - P540","3540","9"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","John Givens","W3 - P545","3545","20"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Don Barnes","W3 - P545","3545","26"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Danette Layne","W3 - P545","3545","20"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Barry Bush","W3 - P545","3545","15"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","John Givens","W3 - P550","3550","38"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Don Barnes","W3 - P550","3550","52"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Danette Layne","W3 - P550","3550","51"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Barry Bush","W3 - P550","3550","26"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","John Givens","W3 - P551","3551","31"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Don Barnes","W3 - P551","3551","53"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Danette Layne","W3 - P551","3551","42"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Barry Bush","W3 - P551","3551","7"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","John Givens","W3 - P552","3552","44"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Don Barnes","W3 - P552","3552","58"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Danette Layne","W3 - P552","3552","39"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Barry Bush","W3 - P552","3552","21"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","John Givens","W3 - P553","3553","41"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Don Barnes","W3 - P553","3553","54"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Danette Layne","W3 - P553","3553","28"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Barry Bush","W3 - P553","3553","12"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","John Givens","W3 - P555(*)","3555","0"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Don Barnes","W3 - P555(*)","3555","0"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Danette Layne","W3 - P555(*)","3555","0"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Barry Bush","W3 - P555(*)","3555","0"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","John Givens","W3 - P558(*)","3558","0"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Don Barnes","W3 - P558(*)","3558","0"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Danette Layne","W3 - P558(*)","3558","0"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Barry Bush","W3 - P558(*)","3558","0"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","John Givens","Washington","5622","8"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Don Barnes","Washington","5622","17"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Danette Layne","Washington","5622","8"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Barry Bush","Washington","5622","8"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","John Givens","Miller(*)","5631","0"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Don Barnes","Miller(*)","5631","0"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Danette Layne","Miller(*)","5631","0"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Barry Bush","Miller(*)","5631","0"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","John Givens","295","6295","41"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Don Barnes","295","6295","72"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Danette Layne","295","6295","28"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Barry Bush","295","6295","13"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","John Givens","300","6300","61"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Don Barnes","300","6300","69"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Danette Layne","300","6300","27"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Barry Bush","300","6300","16"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","John Givens","301","6301","36"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Don Barnes","301","6301","57"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Danette Layne","301","6301","26"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Barry Bush","301","6301","16"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","John Givens","305","6305","29"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Don Barnes","305","6305","43"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Danette Layne","305","6305","34"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Barry Bush","305","6305","13"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","John Givens","310","6310","5"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Don Barnes","310","6310","6"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Danette Layne","310","6310","5"
"Port Of Kennewick-Dist 1 Commissioner District 1","BE","Barry Bush","310","6310","3"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Thomas Moak","Total","-1","1737"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Leo Bowman","Total","-1","2236"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Gene A Wagner","Total","-1","1052"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Thomas Moak","Griffin(*)","1408","0"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Leo Bowman","Griffin(*)","1408","0"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Gene A Wagner","Griffin(*)","1408","0"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Thomas Moak","W1 - P645(*)","1645","0"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Leo Bowman","W1 - P645(*)","1645","0"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Gene A Wagner","W1 - P645(*)","1645","0"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Thomas Moak","W1 - P646","1646","22"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Leo Bowman","W1 - P646","1646","29"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Gene A Wagner","W1 - P646","1646","8"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Thomas Moak","W1 - P656","1656","28"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Leo Bowman","W1 - P656","1656","37"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Gene A Wagner","W1 - P656","1656","28"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Thomas Moak","W1 - P660","1660","48"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Leo Bowman","W1 - P660","1660","66"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Gene A Wagner","W1 - P660","1660","48"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Thomas Moak","W1 - P667","1667","20"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Leo Bowman","W1 - P667","1667","27"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Gene A Wagner","W1 - P667","1667","16"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Thomas Moak","W1 - P669","1669","34"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Leo Bowman","W1 - P669","1669","62"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Gene A Wagner","W1 - P669","1669","23"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Thomas Moak","W2 - P560","2560","36"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Leo Bowman","W2 - P560","2560","41"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Gene A Wagner","W2 - P560","2560","28"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Thomas Moak","W2 - P565","2565","28"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Leo Bowman","W2 - P565","2565","40"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Gene A Wagner","W2 - P565","2565","29"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Thomas Moak","W2 - P570","2570","68"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Leo Bowman","W2 - P570","2570","73"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Gene A Wagner","W2 - P570","2570","22"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Thomas Moak","W2 - P580","2580","51"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Leo Bowman","W2 - P580","2580","49"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Gene A Wagner","W2 - P580","2580","20"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Thomas Moak","W2 - P585","2585","33"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Leo Bowman","W2 - P585","2585","48"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Gene A Wagner","W2 - P585","2585","29"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Thomas Moak","W2 - P590","2590","39"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Leo Bowman","W2 - P590","2590","67"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Gene A Wagner","W2 - P590","2590","39"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Thomas Moak","W2 - P600","2600","35"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Leo Bowman","W2 - P600","2600","44"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Gene A Wagner","W2 - P600","2600","13"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Thomas Moak","W2 - P601","2601","27"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Leo Bowman","W2 - P601","2601","39"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Gene A Wagner","W2 - P601","2601","28"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Thomas Moak","W2 - P605","2605","66"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Leo Bowman","W2 - P605","2605","44"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Gene A Wagner","W2 - P605","2605","26"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Thomas Moak","W2 - P610","2610","64"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Leo Bowman","W2 - P610","2610","47"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Gene A Wagner","W2 - P610","2610","33"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Thomas Moak","W2 - P615","2615","13"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Leo Bowman","W2 - P615","2615","21"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Gene A Wagner","W2 - P615","2615","16"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Thomas Moak","W2 - P625","2625","57"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Leo Bowman","W2 - P625","2625","63"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Gene A Wagner","W2 - P625","2625","54"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Thomas Moak","W3 - P500","3500","10"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Leo Bowman","W3 - P500","3500","19"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Gene A Wagner","W3 - P500","3500","6"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Thomas Moak","W3 - P505","3505","60"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Leo Bowman","W3 - P505","3505","53"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Gene A Wagner","W3 - P505","3505","35"
"Port Of Kennewick-Dist 2 Commissioner District 2","BE","Thomas Moak","W3 - P515","3515","46"
